EntityID,AddressLine,Locality,AdminDistrict,PostalCode,CountryRegion,Phone,Manager,Latitude,Longitude
934614,2090 EVANS AVE,San Francisco,CA,58,United States,,,37.74795496,-122.3957974
1292791,900 MINNESOTA ST,San Francisco,CA,,United States,,,0,0
934303,945 MARKET ST,San Francisco,CA,28853,United States,,,37.78283416,-122.4088379
934519,430 CALIFORNIA ST,San Francisco,CA,28854,United States,,,37.79326221,-122.4017891
1265606,384 POST ST,San Francisco,CA,28852,United States,,,37.78862122,-122.4080689
735315,1 CALIFORNIA ST,San Francisco,CA,28860,United States,,,37.79321373,-122.397043
1265607,Assessors Block /Lot,San Francisco,CA,,United States,,,0,0
934605,2500 16TH ST,San Francisco,CA,28853,United States,,,37.76582045,-122.4119684
773105,699 08TH ST,San Francisco,CA,28853,United States,,,37.771022,-122.4035463
334914,901 MARKET ST,San Francisco,CA,28853,United States,,,37.78347007,-122.4080407
934610,2400 CESAR CHAVEZ ST,San Francisco,CA,28856,United States,,,37.74991647,-122.4011301
934601,2301 HARRISON ST,San Francisco,CA,28859,United States,,,37.76009967,-122.412376
934589,2130 HARRISON ST,San Francisco,CA,28859,United States,,,37.76281495,-122.4132115
848080,1700 EVANS AVE,San Francisco,CA,58,United States,,,37.74488929,-122.390972
812017,290 SUTTER ST,San Francisco,CA,28857,United States,,,37.78991387,-122.4052329
848185,4705 03RD ST,San Francisco,CA,58,United States,,,37.73500423,-122.3901725
837171,Assessors Block /Lot,San Francisco,CA,,United States,,,0,0
934623,2 ULLOA ST,San Francisco,CA,59,United States,,,37.74563668,-122.4542332
453013,1700 JERROLD AVE,San Francisco,CA,58,United States,,,37.7424952,-122.3916176
934608,Assessors Block 3810/Lot008,San Francisco,CA,310,United States,,,37.77203911,-122.3959746
934553,1 POST ST,San Francisco,CA,28854,United States,,,37.78877872,-122.4025746
